book_id,original_title,authors,publication_year,isbn,image_url
7187,Last Chance to See,Douglas Adams- Mark Carwardine,1990,345371984,https://images.gr-assets.com/books/1327867839m/8696.jpg
4238,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1991,349108390,https://images.gr-assets.com/books/1485623844m/3378.jpg
4510,Microserfs,Douglas Coupland,1995,60987049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5808,Hey Nostradamus!,Douglas Coupland,2003,1582344159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5935,JPod,Douglas Coupland,2006,1596911050,https://images.gr-assets.com/books/1316729451m/221059.jpg
5948,Girlfriend in a Coma,Douglas Coupland,1998,60987324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7749,All Families Are Psychotic,Douglas Coupland,2001,1582342156,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8801,Life after God,Douglas Coupland,1994,743231511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6888,The Codex,Douglas Preston,2003,076534629X,https://images.gr-assets.com/books/1316729332m/136640.jpg
7466,Tyrannosaur Canyon,Douglas Preston,2005,765349655,https://images.gr-assets.com/books/1419207931m/136641.jpg
1448,Relic,Douglas Preston- Lincoln Child,1995,765354942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3688,The Cabinet of Curiosities,Douglas Preston- Lincoln Child,2001,446611239,https://images.gr-assets.com/books/1169235779m/39031.jpg
3750,Reliquary,Douglas Preston- Lincoln Child,1997,765354950,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4276,Brimstone,Douglas Preston- Lincoln Child,2004,446612758,https://images.gr-assets.com/books/1369943498m/136637.jpg
4627,The Book of the Dead,Douglas Preston- Lincoln Child,2006,446576980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4700,Still Life with Crows (Pendergast- #4),Douglas Preston- Lincoln Child,2003,446612766,https://images.gr-assets.com/books/1169235780m/39033.jpg
4703,Fever Dream,Douglas Preston- Lincoln Child,2010,446554960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5337,Dance of Death,Douglas Preston- Lincoln Child,2005,446617091,https://images.gr-assets.com/books/1172082458m/136638.jpg
5564,Thunderhead,Douglas Preston- Lincoln Child,1999,446608378,https://images.gr-assets.com/books/1344263984m/136636.jpg
5920,The Wheel of Darkness (Pendergast- #8),Douglas Preston- Lincoln Child,2007,446580287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6686,Cemetery Dance,Douglas Preston- Lincoln Child,2009,446580295,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6854,White Fire,Douglas Preston- Lincoln Child,2013,1455525839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7122,Cold Vengance,Douglas Preston- Lincoln Child,2011,1455500135,https://images.gr-assets.com/books/1344264848m/9489502.jpg
7162,The Ice Limit,Douglas Preston- Lincoln Child,2000,2841873900,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7243,Two Graves,Douglas Preston- Lincoln Child,2012,446554995,https://images.gr-assets.com/books/1346937130m/14889780.jpg
7822,Riptide,Douglas Preston- Lincoln Child,1998,3426619148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8067,Mount Dragon,Douglas Preston- Lincoln Child,1996,765354934,https://images.gr-assets.com/books/1312037682m/39032.jpg
8237,Blue Labyrinth,Douglas Preston- Lincoln Child,2014,1455525898,https://images.gr-assets.com/books/1408116686m/20980959.jpg
9115,Gideon's Sword,Douglas Preston- Lincoln Child,2011,044656432X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9312,Crimson Shore,Douglas Preston- Lincoln Child,2015,1455525928,https://images.gr-assets.com/books/1435611577m/25614598.jpg
5090,The Monster of Florence: A True Story,Douglas Preston- Mario Spezi,2008,446581194,https://images.gr-assets.com/books/1306075698m/2198274.jpg
2958,Gödel- Escher- Bach: An Eternal Golden Braid,Douglas R. Hofstadter,1979,465026567,https://images.gr-assets.com/books/1428732588m/24113.jpg
251,The Cat in the Hat,Dr. Seuss,1957,039480001X,https://images.gr-assets.com/books/1468890477m/233093.jpg
358,Oh- the Places You'll Go!,Dr. Seuss,1990,679805273,https://images.gr-assets.com/books/1421708635m/191139.jpg
364,How the Grinch Stole Christmas!,Dr. Seuss,1957,7173040,https://images.gr-assets.com/books/1327958149m/113946.jpg
391,The Lorax,Dr. Seuss,1971,679889108,https://images.gr-assets.com/books/1327879938m/7784.jpg
798,One Fish- Two Fish- Red Fish- Blue Fish,Dr. Seuss,1960,7173687,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1348,Horton Hears a Who!,Dr. Seuss,1954,679800034,https://images.gr-assets.com/books/1327924655m/7779.jpg
2095,The Sneetches and Other Stories,Dr. Seuss,1961,7158505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2512,Mr. Brown Can Moo! Can You?,Dr. Seuss,1970,7169914,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3047,Fox in Socks,Dr. Seuss,1965,7158475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3274,Hop on Pop,Dr. Seuss,1963,7158491,https://images.gr-assets.com/books/1327947739m/206962.jpg
4877,Horton Hatches the Egg,Dr. Seuss,1940,7175191,https://images.gr-assets.com/books/1408927129m/11301.jpg
5265,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),Dr. Seuss,1968,679882804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5303,There's a Wocket in My Pocket,Dr. Seuss,1974,7169957,https://images.gr-assets.com/books/1327448521m/310272.jpg
5446,Yertle the Turtle (Classic Seuss),Dr. Seuss,1958,394900871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6334,The Cat in the Hat Comes Back,Dr. Seuss,1958,394800028,https://images.gr-assets.com/books/1332799738m/667234.jpg
7611,And to Think That I Saw It on Mulberry Street,Dr. Seuss,1937,7169922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9698,I Can Read with My Eyes Shut!,Dr. Seuss,1978,7158513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
157,Green Eggs and Ham,Dr. Seuss- לאה נאור,1960,394800168,https://images.gr-assets.com/books/1468680100m/23772.jpg
9502,The Secret Art of Dr. Seuss,Dr. Seuss- Maurice Sendak- Audrey Geisel,1995,679434488,https://images.gr-assets.com/books/1320429156m/7780.jpg
9746,In a People House,Dr. Seuss- Theo LeSieg- Roy McKie,1972,394823958,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2176,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss- Various,2003,807218731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4344,The Day the Crayons Quit,Drew Daywalt- Oliver Jeffers,2013,399255370,https://images.gr-assets.com/books/1397425766m/16101018.jpg
7636,of course i love you,Durjoy Datta- Maanvi Ahuja,2008,8188575658,https://images.gr-assets.com/books/1274597947m/7011879.jpg
6736,Collected Poems,Dylan Thomas,1952,811202054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
348,We Were Liars,E. Lockhart,2014,,https://images.gr-assets.com/books/1402749479m/16143347.jpg
3723,The Disreputable History of Frankie Landau-Banks,E. Lockhart,2008,786838183,https://images.gr-assets.com/books/1313980820m/1629601.jpg
5391,The Boyfriend List: 15 Guys- 11 Shrink Appointments- 4 Ceramic Frogs and Me- Ruby Oliver (Ruby Oliver- #1),E. Lockhart,2005,385732074,https://images.gr-assets.com/books/1342343845m/301022.jpg
3460,The Railway Children,E. Nesbit,1906,486410226,https://images.gr-assets.com/books/1328865877m/164531.jpg
8262,Five Children and It ,E. Nesbit,1902,140367357,https://images.gr-assets.com/books/1327882197m/45181.jpg
2315,The Trumpet of the Swan,E.B. White- Fred Marcellino,1970,64408671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1222,Stuart Little,E.B. White- Garth Williams,1945,64400565,https://images.gr-assets.com/books/1347367311m/138959.jpg
59,Charlotte's Web,E.B. White- Garth Williams- Rosemary Wells,1952,64410935,https://images.gr-assets.com/books/1439632243m/24178.jpg
6628,The Frog Princess (The Tales of the Frog Princess- #1),E.D. Baker,2002,1582349231,https://images.gr-assets.com/books/1397766099m/65091.jpg
4301,100 Selected Poems by e. e. Cummings,E.E. Cummings,1954,802130720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4822,E.E. Cummings: Complete Poems 1904-1962,E.E. Cummings,1991,871401525,https://images.gr-assets.com/books/1355093052m/26596.jpg
9784,Selected Poems,E.E. Cummings- Richard S. Kennedy,1994,871401541,https://images.gr-assets.com/books/1320891958m/26599.jpg
580,The Story of Art,E.H. Gombrich,1950,071483355X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9243,Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,E.H. Gombrich- Caroline Mustill- Clifford Harper,1936,300108834,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3643,Ragtime,E.L. Doctorow,1974,812978188,https://images.gr-assets.com/books/1320531790m/175675.jpg
34,Fifty Shades of Grey,E.L. James,2011,1612130291,https://images.gr-assets.com/books/1385207843m/10818853.jpg
96,Fifty Shades Freed,E.L. James,2012,345803507,https://images.gr-assets.com/books/1336418837m/13536860.jpg
99,Fifty Shades Darker,E.L. James,2011,1612130585,https://images.gr-assets.com/books/1358266080m/11857408.jpg
1104,Grey,E.L. James,2015,1101946342,https://images.gr-assets.com/books/1433182986m/25644601.jpg
793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,744583276,https://images.gr-assets.com/books/1327784751m/3980.jpg
2985,The View from Saturday,E.L. Konigsburg,1996,689862210,https://images.gr-assets.com/books/1476944774m/4538.jpg
829,A Room with a View,E.M. Forster,1908,1420925431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1949,Howards End,E.M. Forster,1910,486424545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6128,Maurice,E.M. Forster,1971,393310329,https://images.gr-assets.com/books/1361934128m/3103.jpg
2403,A Passage to India,E.M. Forster- Oliver Stallybrass- Pankaj Mishra,1924,014144116X,https://images.gr-assets.com/books/1421883612m/45195.jpg
2042,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,Eben Alexander,2012,1451695195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
719,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,2005,452287588,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
744,The Power of Now,Eckhart Tolle,1997,1577314808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2694,Practicing the Power of Now: Essential Teachings- Meditations- and Exercises from The Power of Now,Eckhart Tolle,1999,1577311957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4951,Batman: The Man Who Laughs,Ed Brubaker- Doug Mahnke- Patrick Zircher- Aaron Sowd- Steve Bird,2005,1401216226,https://images.gr-assets.com/books/1486038991m/2182780.jpg
3733,Creativity- Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration,Ed Catmull- Amy Wallace,2009,812993012,https://images.gr-assets.com/books/1400863577m/18077903.jpg
7075,Go Away- Big Green Monster!,Ed Emberley,1992,316236535,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8260,Lon Po Po,Ed Young,1989,399216197,https://images.gr-assets.com/books/1265127897m/1918702.jpg
6082,California,Edan Lepucki,2014,316250813,https://images.gr-assets.com/books/1400863574m/18774020.jpg
402,The Tell-Tale Heart,Edgar Allan Poe,1843,553212281,https://images.gr-assets.com/books/1327936583m/391729.jpg
512,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,1849,385074077,https://images.gr-assets.com/books/1327942676m/23919.jpg
2365,The Cask of Amontillado,Edgar Allan Poe,1846,1594561869,https://images.gr-assets.com/books/1327936575m/261240.jpg
2468,The Pit and the Pendulum,Edgar Allan Poe,1842,146000110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5389,The Fall of the House of Usher ,Edgar Allan Poe,1839,1594561796,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6385,The Masque of the Red Death,Edgar Allan Poe,1842,1594567395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7037,The Black Cat,Edgar Allan Poe,1843,1594561753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7281,The Murders in the Rue Morgue,Edgar Allan Poe,1841,,https://images.gr-assets.com/books/1409105459m/3301759.jpg
9114,The Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,1849,040405109X,https://images.gr-assets.com/books/1388017636m/132314.jpg
3037,The Tell-Tale Heart,Edgar Allan Poe- Byron Glaser- Bill D. Fountain,1843,871917726,https://images.gr-assets.com/books/1317724096m/899492.jpg
1784,The Raven,Edgar Allan Poe- Gustave Doré,1844,486290727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3101,The Raven and Other Poems,Edgar Allan Poe- Philip Pullman,1845,439224063,https://images.gr-assets.com/books/1297913274m/269322.jpg
1706,The Fall of the House of Usher and Other Writings,Edgar Allan Poe- Stephen Marlowe,1960,451526759,https://images.gr-assets.com/books/1355276847m/32559.jpg
3833,Tarzan of the Apes,Edgar Rice Burroughs,1912,809599813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8406,The Gods of Mars,Edgar Rice Burroughs,1913,345324390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2569,A Princess of Mars,Edgar Rice Burroughs- John Seelye,1912,143104888,https://images.gr-assets.com/books/1332272118m/40395.jpg
8297,Long Time Coming,Edie Claire,2003,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3604,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,Edith Hahn Beer- Susan Dworkin- Susan Sarandon- Julia Ormond- Rory Kennedy,1999,068817776X,https://images.gr-assets.com/books/1177117840m/682761.jpg
3595,Mythology,Edith Hamilton- Steele Savage,1942,316341517,https://images.gr-assets.com/books/1305000423m/23522.jpg
4069,East,Edith Pattou,2003,152052216,https://images.gr-assets.com/books/1277997811m/161887.jpg
1566,Ethan Frome,Edith Wharton,1911,142437808,https://images.gr-assets.com/books/1389822254m/5246.jpg
7620,Ethan Frome and Other Short Fiction,Edith Wharton- Mary Gordon,1911,553212559,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
899,The Age of Innocence,Edith Wharton- Maureen Howard,1920,159308143X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1509,The House of Mirth,Edith Wharton- Nina Bawden,1905,1844082938,https://images.gr-assets.com/books/1328729186m/17728.jpg
1887,Cyrano de Bergerac,Edmond Rostand- Eteel Lawson- Lowell Bair,1897,451528921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3898,The Hare with Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,2009,374105979,https://images.gr-assets.com/books/1316730175m/7821828.jpg
3142,Theodore Rex,Edmund Morris,2001,812966007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3488,The Rise of Theodore Roosevelt ,Edmund Morris,1979,375756787,https://images.gr-assets.com/books/1452010007m/40929.jpg
8220,Colonel Roosevelt,Edmund Morris,2010,375504877,https://images.gr-assets.com/books/1320530371m/7993566.jpg
8916,The Faerie Queene,Edmund Spenser- Thomas P. Roche- C. Patrick O'Donnell,1590,140422072,https://images.gr-assets.com/books/1328308492m/765427.jpg
3024,Desert Solitaire,Edward Abbey,1968,345326490,https://images.gr-assets.com/books/1399583343m/214614.jpg
5057,The Monkey Wrench Gang (Monkey Wrench Gang- #1),Edward Abbey,1975,61129763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2257,Who's Afraid of Virginia Woolf?,Edward Albee,1962,451218590,https://images.gr-assets.com/books/1327962277m/14940.jpg
4612,Tangerine,Edward Bloor- Danny De Vito,1997,152057803,https://images.gr-assets.com/books/1328875988m/89755.jpg
4844,Half Magic,Edward Eager- N.M. Bodecker,1954,152020683,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9766,The History of the Decline and Fall of the Roman Empire,Edward Gibbon- Daniel J. Boorstin- Gian Battista Piranesi- Hans-Friedrich Mueller,1776,375758119,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2865,The Gashlycrumb Tinies,Edward Gorey,1963,747541604,https://images.gr-assets.com/books/1327933644m/47558.jpg
3520,Amphigorey,Edward Gorey,1972,399504338,https://images.gr-assets.com/books/1327649608m/47559.jpg
8836,True Compass: A Memoir,Edward M. Kennedy,2009,446539252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3504,The Known World,Edward P. Jones,2003,61159174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3028,Sarum: The Novel of England,Edward Rutherfurd,1987,517223546,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4385,New York,Edward Rutherfurd,2009,385521383,https://images.gr-assets.com/books/1320467954m/6257535.jpg
5182,London: The Novel,Edward Rutherfurd,1997,345455681,https://images.gr-assets.com/books/1320450619m/92160.jpg
7209,Paris,Edward Rutherfurd,2013,385535309,https://images.gr-assets.com/books/1344117043m/15786792.jpg
9078,Orientalism,Edward Said,1978,039474067X,https://images.gr-assets.com/books/1409777781m/355190.jpg
4671,Breath- Eyes- Memory ,Edwidge Danticat,1994,037570504X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2931,Flatland: A Romance of Many Dimensions,Edwin A. Abbott- Banesh Hoffmann,1884,048627263X,https://images.gr-assets.com/books/1435435775m/433567.jpg
9806,ONE PIECE 38,Eiichirō Oda,2005,1421534541,https://images.gr-assets.com/books/1397155647m/6801614.jpg
1321,One Piece- Volume 01,Eiichirō Oda- Andy Nakatani,1997,1569319014,https://images.gr-assets.com/books/1318523719m/1237398.jpg
4439,Five Little Monkeys Jumping on the Bed (The Five Little Monkeys),Eileen Christelow,1989,899197698,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5334,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,Elaine N. Aron,1996,553062182,https://images.gr-assets.com/books/1320525063m/923950.jpg
8404,The Gnostic Gospels,Elaine Pagels,1979,679724532,https://images.gr-assets.com/books/1403187711m/110763.jpg
9648,Soul On Ice,Eldridge Cleaver,1968,038533379X,https://images.gr-assets.com/books/1417410878m/75162.jpg
2943,The Weird Sisters,Eleanor Brown,2011,399157220,https://images.gr-assets.com/books/1280449598m/8573020.jpg
1920,The Luminaries,Eleanor Catton,2013,316074314,https://images.gr-assets.com/books/1410524246m/17333230.jpg
7806,Sadako and the Thousand Paper Cranes,Eleanor Coerr- Ronald Himler,1977,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4567,The Hundred Dresses,Eleanor Estes- Louis Slobodkin,1944,152052607,https://images.gr-assets.com/books/1476941110m/42369.jpg
1896,Pollyanna,Eleanor H. Porter,1912,689849109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1187,L'amica geniale,Elena Ferrante- Ann Goldstein,2011,1609450787,https://images.gr-assets.com/books/1343064947m/13586707.jpg
2535,Storia del nuovo cognome,Elena Ferrante- Ann Goldstein,2012,1609451341,https://images.gr-assets.com/books/1501012849m/17465515.jpg
3294,Storia di chi fugge e di chi resta,Elena Ferrante- Ann Goldstein,2013,1609452232,https://images.gr-assets.com/books/1411338052m/23156040.jpg
3722,Storia della bambina perduta,Elena Ferrante- Ann Goldstein,2014,1609452860,https://images.gr-assets.com/books/1499781984m/25242224.jpg
87,Un di Velt Hot Geshvign,Elie Wiesel- Marion Wiesel,1958,374500010,https://images.gr-assets.com/books/1473495285m/1617.jpg
4769,Baba ve Piç,Elif Shafak,2006,670038342,https://images.gr-assets.com/books/1309282092m/98920.jpg
1180,The Forty Rules of Love,Elif Shafak- إليف شافاق- ارسلان فصیحی- محمد درويش,2010,670021458,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2378,Barefoot,Elin Hilderbrand,2007,316018589,https://images.gr-assets.com/books/1344271499m/712313.jpg
3209,The Rumor,Elin Hilderbrand,2015,316334529,https://images.gr-assets.com/books/1418769681m/23341607.jpg
3766,Silver Girl,Elin Hilderbrand,2011,031609966X,https://images.gr-assets.com/books/1344270562m/9503336.jpg
4362,Summerland,Elin Hilderbrand,2012,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4547,The Matchmaker,Elin Hilderbrand,2014,316099759,https://images.gr-assets.com/books/1395694896m/18656006.jpg
4600,The Castaways,Elin Hilderbrand,2009,316043893,https://images.gr-assets.com/books/1289792088m/6080822.jpg
4631,Beautiful Day,Elin Hilderbrand,2013,316099783,https://images.gr-assets.com/books/1352225899m/16131025.jpg
5534,A Summer Affair,Elin Hilderbrand,2008,316018600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5790,The Blue Bistro,Elin Hilderbrand,2005,312992629,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6137,Winter Street,Elin Hilderbrand,2014,316376116,https://images.gr-assets.com/books/1394567347m/20706316.jpg
6360,Summer People,Elin Hilderbrand,2003,312997191,https://images.gr-assets.com/books/1317063942m/675905.jpg
8765,Nantucket Nights,Elin Hilderbrand,2002,312989768,https://images.gr-assets.com/books/1317065229m/284195.jpg
9565,Winter Stroll,Elin Hilderbrand,2015,316261130,https://images.gr-assets.com/books/1431957489m/24819476.jpg
9791,A Window Opens,Elisabeth Egan,2015,1501105434,https://images.gr-assets.com/books/1440378428m/23569783.jpg
5643,Through Gates of Splendor,Elisabeth Elliot,1956,842371516,https://images.gr-assets.com/books/1406510855m/56634.jpg
6469,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Elisabeth Elliot,1984,800758188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5163,On Death and Dying,Elisabeth Kübler-Ross,1969,684839385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7528,Wait for Me,Elisabeth Naughton,2011,1468139339,https://images.gr-assets.com/books/1344212446m/13282015.jpg
4949,Stolen Innocence: My Story of Growing Up in a Polygamous Sect- Becoming a Teenage Bride- and Breaking Free of Warren Jeffs,Elissa Wall- Lisa Pulitzer,2008,61628018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2132,The Goal,Eliyahu M. Goldratt- Jeff Cox,1984,884271781,https://images.gr-assets.com/books/1475538019m/113934.jpg
6703,A Hidden Fire,Elizabeth   Hunter,2011,,https://images.gr-assets.com/books/1475548523m/12755792.jpg
4231,A Great Deliverance,Elizabeth  George,1988,553278029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6835,Well-Schooled in Murder,Elizabeth  George,1989,553384813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8590,This Body of Death,Elizabeth  George,2010,61160881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7774,Lunch in Paris: A Love Story- with Recipes,Elizabeth Bard,2010,031604279X,https://images.gr-assets.com/books/1344266322m/6422680.jpg
2087,Open House,Elizabeth Berg,2000,345435168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8094,What We Keep ,Elizabeth Berg,1998,345423291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6209,The Lonely Hearts Club,Elizabeth Eulberg,2010,545140315,https://images.gr-assets.com/books/1479699351m/6609714.jpg
6881,Better Off Friends,Elizabeth Eulberg,2014,,https://images.gr-assets.com/books/1386372561m/17228280.jpg
8780,Prom and Prejudice,Elizabeth Eulberg,2011,545240778,https://images.gr-assets.com/books/1281991654m/8369681.jpg
5430,Me & Emma,Elizabeth Flock,2005,778322858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4219,Cranford,Elizabeth Gaskell,1853,141439882,https://images.gr-assets.com/books/1375746052m/182381.jpg
1114,North and South,Elizabeth Gaskell- Alan Shelston,1854,140620192,https://images.gr-assets.com/books/1349633381m/156538.jpg
3346,Wives and Daughters,Elizabeth Gaskell- Pam Morris,1866,014043478X,https://images.gr-assets.com/books/1348267609m/383206.jpg
8564,Mary Barton,Elizabeth Gaskell- Shirley Foster,1848,192805622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5234,A Woman After God's Own Heart,Elizabeth George,1997,736918833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1061,The Witch of Blackbird Pond,Elizabeth George Speare,1958,440995779,https://images.gr-assets.com/books/1345499790m/703292.jpg
4525,The Sign of the Beaver,Elizabeth George Speare,1983,440779030,https://images.gr-assets.com/books/1362166273m/207569.jpg
7714,The Bronze Bow,Elizabeth George Speare,1961,395137195,https://images.gr-assets.com/books/1369712582m/24408.jpg
40,Eat- pray- love: one woman's search for everything across Italy- India and Indonesia,Elizabeth Gilbert,2006,143038419,https://images.gr-assets.com/books/1503066414m/19501.jpg
1271,The Signature of All Things,Elizabeth Gilbert,2012,670024856,https://images.gr-assets.com/books/1364277893m/17465453.jpg
2080,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,2015,1594634718,https://images.gr-assets.com/books/1451446242m/24453082.jpg
